date,reporter,total_exports,gdp,partner,partner_exports,beta
2014-01-29,Austria,460474340.32258064,1189744127.1129944,Russia,11853447.301612904,0.009963022326805853
2014-01-30,Austria,460474340.32258064,1189744127.1129944,Russia,11853447.301612904,0.009963022326805853
2014-01-31,Austria,460474340.32258064,1189744127.1129944,Russia,11853447.301612904,0.009963022326805853
2014-01-01,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-02,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-03,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-04,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-05,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-06,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-07,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-08,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-09,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-10,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-11,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-12,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-13,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-14,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-15,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-16,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-17,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-18,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-19,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-20,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-21,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-22,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-23,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-24,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-25,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-26,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-27,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-28,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-29,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-30,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-31,Belgium,1269766785.7741935,1439220968.0941343,Russia,9111688.811999999,0.006330986703220429
2014-01-01,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-02,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-03,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-04,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-05,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-06,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-07,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-08,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-09,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-10,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-11,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-12,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-13,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-14,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-15,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-16,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-17,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-18,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-19,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-20,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-21,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-22,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-23,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-24,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-25,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-26,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-27,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-28,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-29,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-30,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-31,Bulgaria,69567065.38709678,153446266.82888332,Russia,1350557.1787096774,0.008801499095548285
2014-01-01,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-02,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-03,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-04,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-05,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-06,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-07,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-08,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-09,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-10,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-11,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-12,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-13,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-14,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-15,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-16,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-17,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-18,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-19,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-20,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-21,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-22,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-23,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-24,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-25,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-26,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-27,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-28,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-29,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-30,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-31,Croatia,33673020.838709675,157053713.55155942,Russia,622511.2903225806,0.003963683992217194
2014-01-01,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-02,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-03,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-04,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-05,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-06,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-07,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-08,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-09,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-10,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-11,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-12,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-13,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-14,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-15,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-16,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-17,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-18,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-19,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-20,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-21,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-22,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-23,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-24,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-25,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-26,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-27,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-28,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-29,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-30,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-31,Denmark,292753425.483871,948907611.8755592,Russia,4230779.959225806,0.004458579429944162
2014-01-01,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-02,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-03,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-04,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-05,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-06,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-07,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-08,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-09,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-10,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-11,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-12,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-13,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-14,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-15,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-16,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-17,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-18,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-19,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-20,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-21,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-22,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-23,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-24,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-25,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-26,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-27,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-28,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-29,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-30,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-31,Estonia,39822541.64516129,71596999.90617931,Russia,6149189.268806452,0.08588613038066326
2014-01-01,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-02,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-03,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-04,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-05,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-06,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-07,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-08,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-09,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-10,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-11,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-12,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-13,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-14,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-15,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-16,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-17,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-18,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-19,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-20,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-21,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-22,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-23,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-24,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-25,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-26,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-27,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-28,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-29,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-30,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-31,Finland,191925063.67741936,738878566.5918171,Russia,15185497.77080645,0.02055208860753903
2014-01-01,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-02,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-03,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-04,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-05,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-06,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-07,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-08,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-09,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-10,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-11,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-12,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-13,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-14,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-15,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-16,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-17,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-18,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-19,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-20,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-21,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-22,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-23,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-24,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-25,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-26,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-27,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-28,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-29,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-30,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-31,France,1548787730.7741935,7677323894.05965,Russia,24672747.570645165,0.00321371716383306
2014-01-01,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-02,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-03,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-04,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-05,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-06,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-07,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-08,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-09,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-10,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-11,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-12,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-13,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-14,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-15,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-16,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-17,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-18,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-19,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-20,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-21,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-22,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-23,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-24,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-25,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-26,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-27,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-28,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-29,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-30,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-31,Germany,3939801865.322581,10454551212.428818,Russia,100632517.80806452,0.009625713793283473
2014-01-01,Greece,93774315.96774194,632951970.7650753,Russia,698436.6629032259,0.0011034591804161642
2014-01-02,Greece,93774315.96774194,632951970.7650753,Russia,698436.6629032259,0.0011034591804161642
2014-01-03,Greece,93774315.96774194,632951970.7650753,Russia,698436.6629032259,0.0011034591804161642
2014-01-04,Greece,93774315.96774194,632951970.7650753,Russia,698436.6629032259,0.0011034591804161642
2014-01-05,Greece,93774315.96774194,632951970.7650753,Russia,698436.6629032259,0.0011034591804161642
